player_id,name,matches,innings,dismissals,catches,stumpings,dismissals_per_innings
33870,Rajagopal Sathish,67,66,30,30,0,0.454
26907,Rajat Bhatia,146,146,46,46,0,0.315
823703,Rajat Manohar Patidar,98,98,47,47,0,0.479
1175429,Rajvardhan S Hangargekar,23,23,6,6,0,0.26
1292502,Raj Angad Bawa,25,25,10,10,0,0.4
1079470,Ramandeep Singh,91,90,45,45,0,0.5
793463,Rashid Khan Arman,519,516,183,183,0,0.354
1161489,Rasikh Salam Dar,42,42,9,9,0,0.214
337790,Hendrik Erasmus van der Dussen,254,249,74,74,0,0.297
1175441,Ravi Bishnoi,168,167,60,60,0,0.359
10582,Ravinder Singh Bopara,494,484,158,158,0,0.326
26421,Ravichandran Ashwin,333,331,79,79,0,0.238
234675,Ravindrasinh Anirudhsinh Jadeja,346,345,141,141,0,0.408
461632,Reece James William Topley,207,202,41,41,0,0.202
473191,Richard James Gleeson,136,132,26,26,0,0.196
642531,Ricky Kannakumar Bhui,81,81,26,26,0,0.32
318845,Rilee Roscoe Rossouw,391,386,161,161,0,0.417
961713,Riley Patrick Meredith,150,150,31,31,0,0.206
723105,Rinku Khanchand Singh,185,183,113,113,0,0.617
1201520,Ripal Vinubhai Patel,48,48,13,13,0,0.27
931581,Rishabh Rajendra Pant,216,214,173,136,37,0.808
290727,Rishi Dhawan,135,135,34,34,0,0.251
1079434,Riyan Parag,143,142,68,68,0,0.478
35582,Robin Venu Uthappa,291,290,170,131,39,0.586
34102,Rohit Gurunath Sharma,463,462,175,175,0,0.378
677077,Romario Shepherd,232,225,50,50,0,0.222
424219,Ronit Gajanan More,24,24,6,6,0,0.25
820351,Rovman Powell,328,321,164,164,0,0.51
223642,Juan Theron,129,128,35,35,0,0.273
1060380,Ruturaj Dashrat Gaikwad,151,149,77,73,4,0.516
47660,Ryan Neil ten Doeschate,382,372,134,134,0,0.36
432783,Sachin Baby,103,103,43,43,0,0.417
1048739,Ravisrinivasan Sai Kishore,91,91,28,28,0,0.307
1151288,Bhardwaj Sai Sudharsan,66,66,18,18,0,0.272
297628,Samuel William Billings,396,389,281,247,34,0.722
662973,Samuel Matthew Curran,330,325,137,137,0,0.421
1175489,Sameer Rizvi,40,40,11,11,0,0.275
51433,Samuel Badree,197,195,46,46,0,0.235
960361,Sandeep Lamichhane,168,168,38,38,0,0.226
438362,Sandeep Sharma,212,211,48,48,0,0.227
592735,Sankarankutty Sandeep Warrier,84,84,12,12,0,0.142
1048841,Ramsingh  Sanjay Yadav,35,35,18,18,0,0.514
425943,Sanju Viswanath Samson,330,328,207,171,36,0.631
1132219,Sanvir Singh,46,46,28,28,0,0.608
317292,Sarabjit Ladda,13,13,1,1,0,0.076
642525,Sarfaraz Naushad Khan,103,102,42,42,0,0.411
35390,Saurabh Sunil Tiwary,181,180,68,68,0,0.377
1287369,Saurav Dilipsingh Chauhan,36,36,21,21,0,0.583
446548,Scott Michael Boland,65,65,8,8,0,0.123
539548,Scott Christopher Kuggeleijn,175,170,70,70,0,0.411
398666,Sean Anthony Abbott,208,205,111,111,0,0.541
29655,Shadab Bashir Jakati,91,91,35,35,0,0.384
1159711,Shahbaz Ahmed,114,114,41,41,0,0.359
31872,Shahbaz Nadeem,150,150,28,28,0,0.186
581379,Shai Diego Hope,215,211,115,97,18,0.545
56143,Shakib Al Hasan,470,465,109,109,0,0.234
1356971,Shamar Joseph,38,38,14,14,0,0.368
1131607,Shams Zakir Mulani,59,59,23,23,0,0.389
8180,Shane Robert Watson,343,341,101,101,0,0.296
475281,Shardul Narendra Thakur,188,187,56,56,0,0.299
377534,Shashank Singh,98,98,34,34,0,0.346
6683,Shaun Edward Marsh,215,214,66,66,0,0.308
495551,Sheldon Shane Cottrell,142,139,59,59,0,0.424
237696,Sheldon Philip Jackson,84,84,64,56,8,0.761
914541,Sherfane Eviston Rutherford,250,245,80,80,0,0.326
28235,Shikhar Dhawan,334,333,136,136,0,0.408
670025,Shimron Odilon Hetmyer,322,317,172,172,0,0.542
714451,Shivam Dube,202,199,64,64,0,0.321
1079848,Shivam Pankaj Mavi,68,68,29,29,0,0.426
717201,Shivam Sharma,8,8,4,4,0,0.5
1380113,Shivam Singh,4,4,2,2,0,0.5
917213,Shivil Kaushik,10,10,0,0,0,0.0
302579,Shreevats Pratyush Goswami,111,111,62,52,10,0.558
344580,Shreyas Gopal,110,110,30,30,0,0.272
642519,Shreyas Santosh Iyer,240,237,102,102,0,0.43
1079668,Shubham Sanjay Agarwal,33,33,7,7,0,0.212
1252585,Shubham Badriprasad Dubey,39,39,7,7,0,0.179
1070173,Shubman Gill,175,173,59,59,0,0.341
326017,Siddarth Kaul,145,145,23,23,0,0.158
422342,Siddhesh Dinesh Lad,61,61,28,28,0,0.459
299572,Sikandar Raza Butt,349,345,151,151,0,0.437
1159722,Simarjeet Singh,42,42,8,8,0,0.19
379776,Sisanda Somila Bruce Magala,135,131,27,27,0,0.206
1123718,Spencer Henry Johnson,71,71,19,19,0,0.267
290632,Sreenath Aravind,84,84,24,24,0,0.285
529436,Kona Srikar Bharat,91,91,85,70,15,0.934
267192,Steven Peter Devereux Smith,272,270,154,154,0,0.57
27223,Stuart Terence Roger Binny,150,150,38,38,0,0.253
1131619,Sudhesan Midhun,31,31,7,7,0,0.225
1159734,Sumit Kumar,67,67,38,38,0,0.567
230558,Sunil Philip Narine,583,578,130,130,0,0.224
33335,Suresh Kumar Raina,336,335,172,172,0,0.513
446507,Suryakumar Ashok Yadav,360,358,173,173,0,0.483
1083851,Suyash S Prabhudessai,60,60,50,50,0,0.833
1350792,Suyash Sharma,52,52,7,7,0,0.134
232292,Swapnil Singh,96,95,34,34,0,0.357
802575,Thangarasu Natarajan,103,102,26,26,0,0.254
379145,Tabraiz Shamsi,319,313,40,40,0,0.127
1125960,Tanush Karunakar Kotian,36,36,15,15,0,0.416
1082859,Tejas Baroka,6,6,0,0,0,0.0
233514,Narangoda Liyanaarachchilage Thisara Chirantha Perera,385,384,160,160,0,0.416
1170265,Namboori Thakur Tilak Varma,143,141,83,83,0,0.588
892749,Timothy Hays David,316,312,180,180,0,0.576
625964,Tim Louis Seifert,316,307,228,188,40,0.742
232364,Timothy Grant Southee,295,291,133,133,0,0.457
877051,Tom Banton,218,216,139,129,10,0.643
550235,Thomas Kevin Curran,258,253,70,70,0,0.276
470633,Tom Kohler-Cadmore,270,268,143,138,5,0.533
530011,Travis Michael Head,174,173,44,44,0,0.254
277912,Trent Alexander Boult,292,290,98,98,0,0.337
595978,Tristan Stubbs,166,163,108,104,4,0.662
822553,Tushar Uday Deshpande,102,102,21,21,0,0.205
459257,Tymal Solomon Mills,264,256,39,39,0,0.152
376116,Umeshkumar Tilak Yadav,197,195,54,54,0,0.276
1246528,Umran Malik,59,59,14,14,0,0.237
446499,Unmukt Bharat Thakur Chand,103,102,64,61,3,0.627
215155,Usman Tariq Khawaja,121,121,29,29,0,0.239
1209292,Vaibhav Gopal Arora,69,69,23,23,0,0.333
360911,Varun Raymond Aaron,95,93,15,15,0,0.161
1108375,Varun Chakravarthy Vinod,150,147,28,28,0,0.19
851403,Venkatesh Rajasekaran Iyer,145,144,55,55,0,0.381
1155262,Vidwath Kaverappa,20,20,2,2,0,0.1
477021,Vijay Shankar,159,159,71,71,0,0.446
1153149,Vijayakanth Viyaskanth,60,60,17,17,0,0.283
777815,Vijaykumar Vyshak,49,49,10,10,0,0.204
35731,Ranganath Vinay Kumar,181,180,59,59,0,0.327
253802,Virat Kohli,414,411,185,185,0,0.45
720465,Virat Binod Singh,97,97,40,40,0,0.412
35263,Virender Sehwag,159,157,42,42,0,0.267
732293,Vishnu Vinod,72,72,37,30,7,0.513
1252370,Vivrant Sharma,28,28,16,16,0,0.571
784379,Pinnaduwage Wanindu Hasaranga de Silva,243,242,104,104,0,0.429
719715,Washington Sundar,161,159,50,50,0,0.314
265564,Wayne Dillon Parnell,307,305,75,75,0,0.245
897549,William George Jacks,251,247,119,119,0,0.481
279810,Wriddhiman Prasanta Saha,255,254,181,142,39,0.712
1159720,Yash Dayal,71,71,9,9,0,0.126
1292498,Yash Vijay Dhull,35,35,9,9,0,0.257
1070196,Yash Ravisingh Thakur,73,73,16,16,0,0.219
1151278,Yashasvi Bhupendra Kumar Jaiswal,121,120,52,52,0,0.433
1206052,Yudhvir Singh Charak,44,44,17,17,0,0.386
32498,Yusuf Khan Pathan,274,273,86,86,0,0.315
36084,Yuvraj Singh,231,230,53,53,0,0.23
430246,Yuzvendra Singh Chahal,329,326,74,74,0,0.226
30102,Zaheer Khan,138,137,30,30,0,0.218
1409976,Aniket Umashankar Verma,25,25,12,12,0,0.48
